id;pcode;space;start;end;activity
2108;3,03E+13;*;1140;1170;121
2108;3,03E+13;110802;1170;1240;32
2108;3,03E+13;*;1240;1250;121
2108;3,03E+13;300100;1250;1740;1
2109;3,03E+13;300100;240;540;1
2109;3,03E+13;*;540;550;121
2109;3,03E+13;300300;550;560;33
2109;3,03E+13;*;560;600;100
2109;3,03E+13;300100;600;810;1
2109;3,03E+13;*;810;930;111
2109;3,03E+13;300200;930;930;52
2109;3,03E+13;*;930;1050;111
2109;3,03E+13;300100;1050;1065;1
2109;3,03E+13;*;1065;1075;122
2109;3,03E+13;300300;1075;1080;33
2109;3,03E+13;*;1080;1090;121
2109;3,03E+13;300100;1090;1110;1
2109;3,03E+13;*;1110;1140;100
2109;3,03E+13;300200;1140;1140;52
2109;3,03E+13;*;1140;1170;100
2109;3,03E+13;300100;1170;1740;1
2110;3,03E+13;300100;240;840;1
2110;3,03E+13;*;840;915;100
2110;3,03E+13;300200;915;915;52
2110;3,03E+13;*;915;990;100
2110;3,03E+13;300100;990;1065;1
2110;3,03E+13;*;1065;1075;121
2110;3,03E+13;300300;1075;1080;61
2110;3,03E+13;*;1080;1085;121
2110;3,03E+13;300200;1085;1090;33
2110;3,03E+13;*;1090;1095;121
2110;3,03E+13;300100;1095;1740;1
2111;3,03E+13;300100;240;420;1
2111;3,03E+13;*;420;430;121
2111;3,03E+13;240400;430;690;11
2111;3,03E+13;*;690;700;121
2111;3,03E+13;300100;700;900;1
2111;3,03E+13;*;900;945;121
2111;3,03E+13;210203;945;945;81
2111;3,03E+13;*;945;990;121
2111;3,03E+13;240400;990;1080;11
2111;3,03E+13;*;1080;1090;121
2111;3,03E+13;240101;1090;1170;32
2111;3,03E+13;*;1170;1185;121
2111;3,03E+13;300100;1185;1740;1
2112;3,03E+13;300100;240;510;1
2112;3,03E+13;*;510;540;111
2112;3,03E+13;110500;540;1080;11
2112;3,03E+13;*;1080;1110;111
2112;3,03E+13;320200;1110;1140;51
2112;3,03E+13;*;1140;1170;111
2112;3,03E+13;300100;1170;1740;1
2113;3,03E+13;300100;240;810;1
2113;3,03E+13;*;810;840;122
2113;3,03E+13;20503;840;900;42
2113;3,03E+13;*;900;910;122
2113;3,03E+13;20700;910;1050;31
2113;3,03E+13;*;1050;1080;122
2113;3,03E+13;300100;1080;1740;1
2114;3,03E+13;300100;240;660;1
2114;3,03E+13;*;660;670;122
2114;3,03E+13;310208;670;690;34
2114;3,03E+13;*;690;720;122
2114;3,03E+13;530301;720;900;91
2114;3,03E+13;*;900;930;122
2114;3,03E+13;300100;930;1740;1
2115;3,03E+13;300100;240;660;1
2115;3,03E+13;*;660;670;121
2115;3,03E+13;310208;670;690;34
2115;3,03E+13;*;690;720;121
2115;3,03E+13;530301;720;900;91
2115;3,03E+13;*;900;930;121
2115;3,03E+13;300100;930;1740;1
2116;3,03E+13;300100;240;480;1
2116;3,03E+13;*;480;490;121
2116;3,03E+13;310112;490;715;13
2116;3,03E+13;*;715;720;121
2116;3,03E+13;300100;720;840;53
2116;3,03E+13;*;840;845;121
2116;3,03E+13;310112;845;1070;13
2116;3,03E+13;*;1070;1080;121
2116;3,03E+13;300100;1080;1740;1
2117;3,03E+13;300100;240;495;1
2117;3,03E+13;*;495;510;121
2117;3,03E+13;570500;510;735;11
2117;3,03E+13;*;735;750;121
2117;3,03E+13;300100;750;810;1
2117;3,03E+13;*;810;825;121
2117;3,03E+13;570500;825;1050;11
2117;3,03E+13;*;1050;1065;121
2117;3,03E+13;300100;1065;1110;1
2117;3,03E+13;*;1110;1120;121
2117;3,03E+13;260200;1120;1200;51
2117;3,03E+13;*;1200;1210;121
2117;3,03E+13;300100;1210;1740;1
2118;3,03E+13;300100;240;1110;1
2118;3,03E+13;*;1110;1140;100
2118;3,03E+13;300100;1140;1140;52
2118;3,03E+13;*;1140;1170;100
2118;3,03E+13;300100;1170;1740;1
2119;3,03E+13;300100;240;450;1
2119;3,03E+13;*;450;470;121
2119;3,03E+13;500200;470;720;11
2119;3,03E+13;*;720;740;121
2119;3,03E+13;240118;740;790;53
2119;3,03E+13;*;790;810;121
2119;3,03E+13;500200;810;1110;11
2119;3,03E+13;*;1110;1140;121
2119;3,03E+13;300100;1140;1140;1
2119;3,03E+13;*;1140;1145;121
2119;3,03E+13;300105;1145;1230;51
2119;3,03E+13;*;1230;1235;121
2119;3,03E+13;300100;1235;1235;1
2119;3,03E+13;*;1235;1245;121
2119;3,03E+13;310103;1245;1245;64
2119;3,03E+13;*;1245;1255;121
2119;3,03E+13;300100;1255;1740;1
2120;3,03E+13;300100;240;450;1
2120;3,03E+13;*;450;470;131
2120;3,03E+13;120403;470;810;24
2120;3,03E+13;*;810;845;133
2120;3,03E+13;100107;845;1030;28
2120;3,03E+13;*;1030;1065;131
2120;3,03E+13;300100;1065;1110;1
2120;3,03E+13;*;1110;1130;131
2120;3,03E+13;310103;1130;1245;51
2120;3,03E+13;*;1245;1255;122
2120;3,03E+13;300100;1255;1740;1
2121;3,03E+13;370100;240;240;11
2121;3,03E+13;*;240;250;121
2121;3,03E+13;300100;250;1740;1
2122;3,03E+13;300100;240;780;1
2122;3,03E+13;*;780;795;121
2122;3,03E+13;110100;795;840;53
2122;3,03E+13;*;840;855;121
2122;3,03E+13;300100;855;1110;1
2122;3,03E+13;*;1110;1135;100
2122;3,03E+13;300100;1135;1135;52
2122;3,03E+13;*;1135;1160;100
2122;3,03E+13;300100;1160;1740;1
2123;3,03E+13;300100;240;480;1
2123;3,03E+13;*;480;480;121
2123;3,03E+13;300105;480;510;61
2123;3,03E+13;*;510;540;121
2123;3,03E+13;120500;540;915;11
2123;3,03E+13;*;915;975;121
2123;3,03E+13;640803;975;990;64
2123;3,03E+13;*;990;1020;121
2123;3,03E+13;670800;1020;1025;42
2123;3,03E+13;*;1025;1095;121
2123;3,03E+13;300105;1095;1110;64
2123;3,03E+13;*;1110;1115;121
2123;3,03E+13;300100;1115;1740;1
2124;3,03E+13;300100;240;460;1
2124;3,03E+13;*;460;475;121
2124;3,03E+13;100502;475;1260;11
2124;3,03E+13;*;1260;1270;121
2124;3,03E+13;300100;1270;1740;1
2125;3,03E+13;300100;240;1200;1
2125;3,03E+13;*;1200;1205;121
2125;3,03E+13;300301;1205;1740;11
2126;3,03E+13;300100;240;505;1
2126;3,03E+13;*;505;510;100
2126;3,03E+13;300102;510;510;61
2126;3,03E+13;*;510;515;111
2126;3,03E+13;300105;515;525;61
2126;3,03E+13;*;525;545;111
2126;3,03E+13;320200;545;750;11
2126;3,03E+13;*;750;760;111
2126;3,03E+13;320200;760;810;53
2126;3,03E+13;*;810;820;111
2126;3,03E+13;320200;820;1140;11
2126;3,03E+13;*;1140;1160;111
2126;3,03E+13;300100;1160;1230;1
2126;3,03E+13;*;1230;1235;111
2126;3,03E+13;300105;1235;1320;91
2126;3,03E+13;*;1320;1325;111
2126;3,03E+13;300100;1325;1740;1
2127;3,03E+13;300100;240;505;1
2127;3,03E+13;*;505;510;100
2127;3,03E+13;300102;510;720;22
2127;3,03E+13;*;720;725;100
2127;3,03E+13;300100;725;780;53
2127;3,03E+13;*;780;785;100
2127;3,03E+13;300102;785;990;22
2127;3,03E+13;*;990;995;100
2127;3,03E+13;300100;995;1740;1
2128;3,03E+13;300100;240;420;1
2128;3,03E+13;*;420;455;131
2128;3,03E+13;*;420;455;131
2128;3,03E+13;90400;455;960;11
2128;3,03E+13;*;960;1000;131
2128;3,03E+13;*;960;1000;131
2128;3,03E+13;300100;1000;1110;1
2128;3,03E+13;*;1110;1115;100
2128;3,03E+13;300100;1115;1115;91
2128;3,03E+13;*;1115;1115;100
2128;3,03E+13;300100;1115;1740;1
2129;3,03E+13;300100;240;470;1
2129;3,03E+13;*;470;500;131
2129;3,03E+13;310108;500;1020;24
2129;3,03E+13;*;1020;1055;131
2129;3,03E+13;300100;1055;1100;1
2129;3,03E+13;*;1100;1105;122
2129;3,03E+13;300200;1105;1170;51
2129;3,03E+13;*;1170;1175;122
2129;3,03E+13;300100;1175;1740;1
2130;3,03E+13;300100;240;505;1
2130;3,03E+13;*;505;505;100
2130;3,03E+13;300100;505;780;22
2130;3,03E+13;*;780;790;100
2130;3,03E+13;300100;790;825;53
2130;3,03E+13;*;825;835;100
2130;3,03E+13;300100;835;990;22
2130;3,03E+13;*;990;1000;122
2130;3,03E+13;300404;1000;1080;51
2130;3,03E+13;*;1080;1085;122
2130;3,03E+13;300100;1085;1740;1
2131;3,03E+13;300100;240;660;1
2131;3,03E+13;*;660;670;122
2131;3,03E+13;260204;670;750;32
2131;3,03E+13;*;750;760;122
2131;3,03E+13;300100;760;960;1
2131;3,03E+13;*;960;975;122
2131;3,03E+13;280400;975;1050;54
2131;3,03E+13;*;1050;1065;122
2131;3,03E+13;110806;1065;1125;32
2131;3,03E+13;*;1125;1140;122
2131;3,03E+13;300100;1140;1740;1
2132;3,03E+13;300100;240;480;1
2132;3,03E+13;*;480;510;121
2132;3,03E+13;110100;510;570;41
2132;3,03E+13;*;570;600;121
2132;3,03E+13;300100;600;870;1
2132;3,03E+13;*;870;900;100
2132;3,03E+13;300400;900;900;52
2132;3,03E+13;*;900;930;100
2132;3,03E+13;300100;930;975;1
2132;3,03E+13;*;975;990;100
2132;3,03E+13;300104;990;995;64
2132;3,03E+13;*;995;1010;100
2132;3,03E+13;300100;1010;1740;1
2133;3,03E+13;300100;240;570;1
2133;3,03E+13;*;570;585;122
2133;3,03E+13;40400;585;1130;11
2133;3,03E+13;*;1130;1150;122
2133;3,03E+13;300100;1150;1740;1
2134;3,03E+13;300100;240;600;1
2134;3,03E+13;*;600;610;121
2134;3,03E+13;300302;610;630;32
2134;3,03E+13;*;630;645;121
2134;3,03E+13;310208;645;665;34
2134;3,03E+13;*;665;680;121
2134;3,03E+13;300100;680;800;1
2134;3,03E+13;*;800;810;121
2134;3,03E+13;300100;810;1170;11
2134;3,03E+13;*;1170;1180;121
2134;3,03E+13;300100;1180;1740;1
2135;3,03E+13;300100;240;420;1
2135;3,03E+13;*;420;480;131
2135;3,03E+13;*;420;480;131
2135;3,03E+13;*;420;480;133
2135;3,03E+13;210202;480;1060;13
2135;3,03E+13;*;1060;1120;131
2135;3,03E+13;*;1060;1120;131
2135;3,03E+13;*;1060;1120;133
2135;3,03E+13;300100;1120;1740;1
2136;3,03E+13;300100;240;810;1
2136;3,03E+13;*;810;825;121
2136;3,03E+13;320300;825;1005;54
2136;3,03E+13;*;1005;1035;121
2136;3,03E+13;300100;1035;1740;1
2137;3,03E+13;300100;240;375;1
2137;3,03E+13;*;375;395;121
2137;3,03E+13;260100;395;1140;11
2137;3,03E+13;*;1140;1155;121
2137;3,03E+13;300100;1155;1740;1
2138;3,03E+13;300100;240;460;1
2138;3,03E+13;*;460;465;122
2138;3,03E+13;300102;465;975;22
2138;3,03E+13;*;975;980;122
2138;3,03E+13;300100;980;1740;1
2139;3,03E+13;300100;240;540;1
2139;3,03E+13;*;540;545;100
2139;3,03E+13;300100;545;545;33
2139;3,03E+13;*;545;545;100
2139;3,03E+13;300100;545;870;1
2139;3,03E+13;*;870;895;100
2139;3,03E+13;300300;895;945;33
2139;3,03E+13;*;945;970;100
2139;3,03E+13;300100;970;1020;1
2139;3,03E+13;*;1020;1030;100
2139;3,03E+13;300202;1030;1060;91
2139;3,03E+13;*;1060;1070;100
2139;3,03E+13;300100;1070;1740;1
2140;3,03E+13;300100;240;570;1
2140;3,03E+13;*;570;590;121
2140;3,03E+13;310500;590;735;11
2140;3,03E+13;*;735;755;121
2140;3,03E+13;310208;755;765;34
2140;3,03E+13;*;765;785;100
2140;3,03E+13;310100;785;800;53
2140;3,03E+13;*;800;810;121
2140;3,03E+13;310500;810;1020;11
2140;3,03E+13;*;1020;1050;121
2140;3,03E+13;210100;1050;1080;33
2140;3,03E+13;*;1080;1095;121
2140;3,03E+13;210205;1095;1140;32
2140;3,03E+13;*;1140;1160;121
2140;3,03E+13;300100;1160;1740;1
2141;3,03E+13;300100;240;600;1
2141;3,03E+13;*;600;605;100
2141;3,03E+13;300101;605;960;23
2141;3,03E+13;*;960;965;100
2141;3,03E+13;300100;965;1740;1
2142;3,03E+13;300100;240;695;1
2142;3,03E+13;*;695;700;121
2142;3,03E+13;300100;700;705;61
2142;3,03E+13;*;705;715;121
2142;3,03E+13;210205;715;1230;11
2142;3,03E+13;*;1230;1245;121
2142;3,03E+13;300100;1245;1740;1
2143;3,03E+13;300100;240;480;1
2143;3,03E+13;*;480;510;121
2143;3,03E+13;60100;510;690;13
2143;3,03E+13;*;690;705;121
2143;3,03E+13;210200;705;750;13
2143;3,03E+13;*;750;770;121
2143;3,03E+13;310200;770;960;13
2143;3,03E+13;*;960;980;121
2143;3,03E+13;300100;980;1020;1
2143;3,03E+13;*;1020;1065;100
2143;3,03E+13;300400;1065;1065;52
2143;3,03E+13;*;1065;1110;100
2143;3,03E+13;300100;1110;1740;1
2144;3,03E+13;300100;240;405;1
2144;3,03E+13;*;405;415;110
2144;3,03E+13;300100;415;975;11
2144;3,03E+13;*;975;990;110
2144;3,03E+13;300100;990;1740;1
2145;3,03E+13;300100;240;525;1
2145;3,03E+13;*;525;555;121
2145;3,03E+13;240708;555;750;11
2145;3,03E+13;*;750;760;121
2145;3,03E+13;240100;760;805;53
2145;3,03E+13;*;805;820;121
2145;3,03E+13;240708;820;1170;11
2145;3,03E+13;*;1170;1190;121
2145;3,03E+13;300100;1190;1740;1
2146;3,03E+13;300100;240;535;1
2146;3,03E+13;*;535;560;131
2146;3,03E+13;310100;560;1020;24
2146;3,03E+13;*;1020;1030;131
2146;3,03E+13;300300;1030;1050;32
2146;3,03E+13;*;1050;1065;131
2146;3,03E+13;300100;1065;1140;1
2146;3,03E+13;*;1140;1180;122
2146;3,03E+13;110800;1180;1230;51
2146;3,03E+13;*;1230;1240;122
2146;3,03E+13;300100;1240;1740;1
2147;3,03E+13;300100;240;870;1
2147;3,03E+13;*;870;875;121
2147;3,03E+13;300200;875;905;32
2147;3,03E+13;*;905;910;121
2147;3,03E+13;300100;910;1740;1
2148;3,03E+13;300100;240;600;1
2148;3,03E+13;*;600;620;100
2148;3,03E+13;300100;620;625;33
2148;3,03E+13;*;625;645;100
2148;3,03E+13;300100;645;930;1
2148;3,03E+13;*;930;955;121
2148;3,03E+13;120400;955;975;41
2148;3,03E+13;*;975;1000;121
2148;3,03E+13;300100;1000;1740;1
2149;3,03E+13;300100;240;475;1
2149;3,03E+13;*;475;520;131
2149;3,03E+13;*;475;520;133
2149;3,03E+13;50300;520;1050;11
2149;3,03E+13;*;1050;1080;131
2149;3,03E+13;*;1050;1080;133
2149;3,03E+13;300100;1080;1080;33
2149;3,03E+13;*;1080;1090;100
2149;3,03E+13;300100;1090;1290;1
2149;3,03E+13;*;1290;1295;121
2149;3,03E+13;290300;1295;1295;61
2149;3,03E+13;*;1295;1300;121
2149;3,03E+13;300100;1300;1740;1
2150;3,03E+13;300100;240;465;1
2150;3,03E+13;*;465;470;131
2150;3,03E+13;300101;470;900;23
2150;3,03E+13;*;900;905;131
2150;3,03E+13;300100;905;1740;1
2151;3,03E+13;300100;240;510;1
2151;3,03E+13;*;510;555;121
2151;3,03E+13;60300;555;1080;11
2151;3,03E+13;*;1080;1095;121
2151;3,03E+13;210205;1095;1115;32
2151;3,03E+13;*;1115;1130;121
2151;3,03E+13;240101;1130;1140;32
2151;3,03E+13;*;1140;1155;121
2151;3,03E+13;300100;1155;1740;1
2152;3,03E+13;300100;240;470;1
2152;3,03E+13;*;470;505;121
2152;3,03E+13;81100;505;1050;25
2152;3,03E+13;*;1050;1110;121
2152;3,03E+13;300100;1110;1740;1
2153;3,03E+13;300100;240;870;1
2153;3,03E+13;*;870;875;121
2153;3,03E+13;300400;875;890;91
2153;3,03E+13;*;890;895;121
2153;3,03E+13;300100;895;910;1
2153;3,03E+13;*;910;920;121
2153;3,03E+13;260100;920;930;33
2153;3,03E+13;*;930;940;121
2153;3,03E+13;250311;940;1000;32
2153;3,03E+13;*;1000;1030;121
2153;3,03E+13;320300;1030;1030;42
2153;3,03E+13;*;1030;1040;121
2153;3,03E+13;300100;1040;1740;1
2154;3,03E+13;300100;240;460;1
2154;3,03E+13;*;460;465;121
2154;3,03E+13;300102;465;470;61
2154;3,03E+13;*;470;480;121
2154;3,03E+13;300303;480;1035;11
2154;3,03E+13;*;1035;1050;121
2154;3,03E+13;300102;1050;1060;64
2154;3,03E+13;*;1060;1065;121
2154;3,03E+13;300300;1065;1080;33
2154;3,03E+13;*;1080;1085;121
2154;3,03E+13;300100;1085;1740;1
2155;3,03E+13;300100;240;465;1
2155;3,03E+13;*;465;480;100
2155;3,03E+13;300101;480;495;23
2155;3,03E+13;*;495;505;100
2155;3,03E+13;300400;505;595;27
2155;3,03E+13;*;595;605;100
2155;3,03E+13;300101;605;1020;23
2155;3,03E+13;*;1020;1030;100
2155;3,03E+13;300100;1030;1740;1
2156;3,03E+13;300100;240;570;1
2156;3,03E+13;*;570;590;121
2156;3,03E+13;240705;590;1200;11
2156;3,03E+13;*;1200;1230;121
2156;3,03E+13;300100;1230;1740;1
2157;3,03E+13;300100;240;460;1
2157;3,03E+13;*;460;490;121
2157;3,03E+13;240700;490;735;11
2157;3,03E+13;*;735;740;100
2157;3,03E+13;240300;740;785;53
2157;3,03E+13;*;785;790;100
2157;3,03E+13;240700;790;1110;11
2157;3,03E+13;*;1110;1135;121
2157;3,03E+13;300100;1135;1160;1
2157;3,03E+13;*;1160;1170;121
2157;3,03E+13;300300;1170;1200;32
2157;3,03E+13;*;1200;1210;121
2157;3,03E+13;300100;1210;1740;1
2158;3,03E+13;300100;240;540;1
2158;3,03E+13;*;540;550;121
2158;3,03E+13;310400;550;1140;11
2158;3,03E+13;*;1140;1150;121
2158;3,03E+13;300100;1150;1740;1
2159;3,03E+13;300100;240;900;1
2159;3,03E+13;*;900;900;121
2159;3,03E+13;300400;900;900;91
2159;3,03E+13;*;900;905;121
2159;3,03E+13;300100;905;1740;1
2160;3,03E+13;300100;240;480;1
2160;3,03E+13;*;480;485;121
2160;3,03E+13;300200;485;505;54
2160;3,03E+13;*;505;505;121
2160;3,03E+13;300100;505;660;1
2160;3,03E+13;*;660;675;100
2160;3,03E+13;300100;675;675;33
2160;3,03E+13;*;675;680;100
2160;3,03E+13;300108;680;680;42
2160;3,03E+13;*;680;690;100
2160;3,03E+13;300100;690;960;1
2160;3,03E+13;*;960;970;100
2160;3,03E+13;300200;970;990;51
2160;3,03E+13;*;990;1000;100
2160;3,03E+13;300100;1000;1740;1
2161;3,03E+13;300100;240;460;1
2161;3,03E+13;*;460;465;100
2161;3,03E+13;300100;465;465;64
2161;3,03E+13;*;465;470;100
2161;3,03E+13;300101;470;875;23
2161;3,03E+13;*;875;885;100
2161;3,03E+13;300100;885;1740;1
2162;3,03E+13;300100;240;495;1
2162;3,03E+13;*;495;505;122
2162;3,03E+13;300102;505;720;22
2162;3,03E+13;*;720;730;100
2162;3,03E+13;300100;730;780;53
2162;3,03E+13;*;780;785;100
2162;3,03E+13;300102;785;990;22
2162;3,03E+13;*;990;1000;122
2162;3,03E+13;300404;1000;1080;51
2162;3,03E+13;*;1080;1085;122
2162;3,03E+13;300100;1085;1740;1
2163;3,03E+13;300200;240;395;1
2163;3,03E+13;*;395;410;121
2163;3,03E+13;260200;410;930;11
2163;3,03E+13;*;930;945;121
2163;3,03E+13;300200;945;1320;1
2163;3,03E+13;*;1320;1335;121
2163;3,03E+13;60300;1335;1515;54
2163;3,03E+13;*;1515;1530;121
2163;3,03E+13;300200;1530;1740;1
2164;3,03E+13;300200;240;720;1
2164;3,03E+13;*;720;750;121
2164;3,03E+13;20400;750;870;53
2164;3,03E+13;*;870;900;121
2164;3,03E+13;300200;900;975;1
2164;3,03E+13;*;975;1005;121
2164;3,03E+13;10700;1005;1020;33
2164;3,03E+13;*;1020;1050;121
2164;3,03E+13;300200;1050;1740;1
2165;3,03E+13;300200;240;480;1
2165;3,03E+13;*;480;490;121
2165;3,03E+13;310600;490;1080;11
2165;3,03E+13;*;1080;1100;121
2165;3,03E+13;300200;1100;1740;1
2166;3,03E+13;300200;240;480;1
2166;3,03E+13;*;480;510;121
2166;3,03E+13;521000;510;990;11
2166;3,03E+13;*;990;1000;121
2166;3,03E+13;521011;1000;1230;51
2166;3,03E+13;*;1230;1260;121
2166;3,03E+13;300200;1260;1740;1
2167;3,03E+13;300200;240;540;1
2167;3,03E+13;*;540;550;100
2167;3,03E+13;300107;550;570;34
2167;3,03E+13;*;570;580;100
2167;3,03E+13;300200;580;975;1
2167;3,03E+13;*;975;990;122
2167;3,03E+13;40603;990;1740;41
2168;3,03E+13;300200;240;750;1
2168;3,03E+13;*;750;760;121
2168;3,03E+13;310508;760;760;64
2168;3,03E+13;*;760;770;121
2168;3,03E+13;300200;770;810;1
2168;3,03E+13;*;810;815;100
2168;3,03E+13;300200;815;1050;51
2168;3,03E+13;*;1050;1055;100
2168;3,03E+13;300200;1055;1740;1
2169;3,03E+13;300200;240;600;1
2169;3,03E+13;*;600;630;122
2169;3,03E+13;110802;630;750;32
2169;3,03E+13;*;750;780;122
2169;3,03E+13;300200;780;1740;1
2170;3,03E+13;300200;240;630;1
2170;3,03E+13;*;630;635;121
2170;3,03E+13;300400;635;700;32
2170;3,03E+13;*;700;705;121
2170;3,03E+13;300200;705;1740;1
2171;3,03E+13;300200;240;630;1
2171;3,03E+13;*;630;640;100
2171;3,03E+13;300108;640;650;33
2171;3,03E+13;*;650;665;100
2171;3,03E+13;300300;665;670;33
2171;3,03E+13;*;670;680;100
2171;3,03E+13;300200;680;900;1
2171;3,03E+13;*;900;910;100
2171;3,03E+13;300400;910;910;52
2171;3,03E+13;*;910;920;100
2171;3,03E+13;300200;920;1070;1
2171;3,03E+13;*;1070;1080;100
2171;3,03E+13;300404;1080;1170;51
2171;3,03E+13;*;1170;1180;100
2171;3,03E+13;300200;1180;1740;1
2172;3,03E+13;300200;240;510;1
2172;3,03E+13;*;510;525;121
2172;3,03E+13;280200;525;705;51
2172;3,03E+13;*;705;720;121
2172;3,03E+13;300200;720;1080;1
2172;3,03E+13;*;1080;1095;100
2172;3,03E+13;300200;1095;1095;52
2172;3,03E+13;*;1095;1110;100
2172;3,03E+13;300200;1110;1740;1
2173;3,03E+13;300200;240;540;1
2173;3,03E+13;*;540;570;121
2173;3,03E+13;30100;570;720;11
2173;3,03E+13;*;720;730;100
2173;3,03E+13;30100;730;810;53
2173;3,03E+13;*;810;820;100
2173;3,03E+13;30100;820;1170;11
2173;3,03E+13;*;1170;1200;121
2173;3,03E+13;300200;1200;1740;1
2174;3,03E+13;300200;240;450;1
2174;3,03E+13;*;450;460;121
2174;3,03E+13;310200;460;1155;11
2174;3,03E+13;*;1155;1165;121
2174;3,03E+13;310200;1165;1170;33
2174;3,03E+13;*;1170;1175;121
2174;3,03E+13;300200;1175;1175;1
2174;3,03E+13;*;1175;1180;121
2174;3,03E+13;300404;1180;1240;51
2174;3,03E+13;*;1240;1245;121
2174;3,03E+13;300200;1245;1740;1
2175;3,03E+13;300200;240;450;1
2175;3,03E+13;*;450;480;121
2175;3,03E+13;81108;480;960;25
2175;3,03E+13;*;960;980;121
2175;3,03E+13;300200;980;1100;1
2175;3,03E+13;*;1100;1110;121
2175;3,03E+13;310100;1110;1310;54
2175;3,03E+13;*;1310;1320;121
2175;3,03E+13;300200;1320;1740;1
2176;3,03E+13;300200;240;300;1
2176;3,03E+13;*;300;315;122
2176;3,03E+13;300301;315;810;11
2176;3,03E+13;*;810;830;122
2176;3,03E+13;300200;830;1020;1
2176;3,03E+13;*;1020;1030;121
2176;3,03E+13;310104;1030;1035;64
2176;3,03E+13;*;1035;1045;121
2176;3,03E+13;300100;1045;1050;33
2176;3,03E+13;*;1050;1055;121
2176;3,03E+13;300200;1055;1740;1
2177;3,03E+13;300200;240;480;1
2177;3,03E+13;*;480;500;121
2177;3,03E+13;310104;500;500;61
2177;3,03E+13;*;500;520;121
2177;3,03E+13;300200;520;1020;1
2177;3,03E+13;*;1020;1030;122
2177;3,03E+13;310104;1030;1035;64
2177;3,03E+13;*;1035;1045;122
2177;3,03E+13;300100;1045;1050;33
2177;3,03E+13;*;1050;1055;122
2177;3,03E+13;300200;1055;1740;1
2178;3,03E+13;300200;240;480;1
2178;3,03E+13;*;480;500;122
2178;3,03E+13;310104;500;1035;22
2178;3,03E+13;*;1035;1045;122
2178;3,03E+13;300100;1045;1050;33
2178;3,03E+13;*;1050;1055;122
2178;3,03E+13;300200;1055;1740;1
2179;3,03E+13;300200;240;900;1
2179;3,03E+13;*;900;915;100
2179;3,03E+13;300200;915;1005;54
2179;3,03E+13;*;1005;1020;100
2179;3,03E+13;300200;1020;1740;1
2180;3,03E+13;300200;240;900;1
2180;3,03E+13;*;900;915;100
2180;3,03E+13;300200;915;1005;54
2180;3,03E+13;*;1005;1020;100
2180;3,03E+13;300200;1020;1740;1
2181;3,03E+13;300200;240;600;1
2181;3,03E+13;*;600;615;121
2181;3,03E+13;90300;615;750;13
2181;3,03E+13;*;750;780;121
2181;3,03E+13;300200;780;1215;1
2181;3,03E+13;*;1215;1230;121
2181;3,03E+13;530600;1230;1410;51
2181;3,03E+13;*;1410;1425;121
2181;3,03E+13;300200;1425;1740;1
2182;3,03E+13;300200;240;900;1
2182;3,03E+13;*;900;990;122
2182;3,03E+13;20500;990;990;52
2182;3,03E+13;*;990;1080;122
2182;3,03E+13;300200;1080;1740;1
2183;3,03E+13;300200;240;900;1
2183;3,03E+13;*;900;990;121
2183;3,03E+13;20500;990;990;52
2183;3,03E+13;*;990;1080;121
2183;3,03E+13;300200;1080;1740;1
2184;3,03E+13;300200;240;840;1
2184;3,03E+13;*;840;855;121
2184;3,03E+13;110802;855;930;32
2184;3,03E+13;*;930;945;121
2184;3,03E+13;300200;945;1740;1
2185;3,03E+13;300200;240;495;1
2185;3,03E+13;*;495;525;121
2185;3,03E+13;110600;525;1050;11
2185;3,03E+13;*;1050;1080;121
2185;3,03E+13;300200;1080;1740;1
2186;3,03E+13;300200;240;600;1
2186;3,03E+13;*;600;610;121
2186;3,03E+13;310400;610;890;54
2186;3,03E+13;*;890;900;121
2186;3,03E+13;300200;900;960;1
2186;3,03E+13;*;960;990;100
2186;3,03E+13;300200;990;990;52
2186;3,03E+13;*;990;1020;100
2186;3,03E+13;300200;1020;1740;1
2187;3,03E+13;300200;240;780;1
2187;3,03E+13;*;780;785;121
2187;3,03E+13;290300;785;900;54
2187;3,03E+13;*;900;920;121
2187;3,03E+13;250311;920;1020;32
2187;3,03E+13;*;1020;1040;121
2187;3,03E+13;300200;1040;1740;1
2188;3,03E+13;300200;240;510;1
2188;3,03E+13;*;510;515;121
2188;3,03E+13;300200;515;540;33
2188;3,03E+13;*;540;545;121
2188;3,03E+13;300200;545;610;33
2188;3,03E+13;*;610;615;121
2188;3,03E+13;300200;615;1740;1
2189;3,03E+13;300200;240;540;1
2189;3,03E+13;*;540;600;121
2189;3,03E+13;580500;600;735;54
2189;3,03E+13;*;735;795;121
2189;3,03E+13;300200;795;1740;1
2190;3,03E+13;300200;240;630;1
2190;3,03E+13;*;630;635;121
2190;3,03E+13;300302;635;660;32
2190;3,03E+13;*;660;665;121
2190;3,03E+13;300200;665;900;1
2190;3,03E+13;*;900;915;121
2190;3,03E+13;30100;915;930;33
2190;3,03E+13;*;930;945;121
2190;3,03E+13;300200;945;1740;1
2191;3,03E+13;300200;240;390;1
2191;3,03E+13;*;390;395;121
2191;3,03E+13;310111;395;930;11
2191;3,03E+13;*;930;935;121
2191;3,03E+13;300200;935;1200;1
2191;3,03E+13;*;1200;1205;121
2191;3,03E+13;300200;1205;1350;54
2191;3,03E+13;*;1350;1355;121
