id;pcode;space;start;end;activity
6613;5,96E+13;590100;1335;1740;1
6614;5,96E+13;590100;240;510;1
6614;5,96E+13;*;510;515;122
6614;5,96E+13;590100;515;1080;26
6614;5,96E+13;*;1080;1085;122
6614;5,96E+13;590100;1085;1740;1
6615;5,96E+13;590100;240;420;1
6615;5,96E+13;*;420;440;121
6615;5,96E+13;240708;440;720;11
6615;5,96E+13;*;720;730;121
6615;5,96E+13;90403;730;795;53
6615;5,96E+13;*;795;810;121
6615;5,96E+13;240708;810;990;11
6615;5,96E+13;*;990;1020;121
6615;5,96E+13;590100;1020;1035;1
6615;5,96E+13;*;1035;1050;121
6615;5,96E+13;601000;1050;1110;51
6615;5,96E+13;*;1110;1125;121
6615;5,96E+13;590100;1125;1170;1
6615;5,96E+13;*;1170;1180;121
6615;5,96E+13;590200;1180;1275;53
6615;5,96E+13;*;1275;1285;121
6615;5,96E+13;590100;1285;1740;1
6616;5,96E+13;590100;240;470;1
6616;5,96E+13;*;470;475;122
6616;5,96E+13;590102;475;720;22
6616;5,96E+13;*;720;725;122
6616;5,96E+13;590100;725;830;1
6616;5,96E+13;*;830;835;122
6616;5,96E+13;590102;835;965;22
6616;5,96E+13;*;965;980;122
6616;5,96E+13;590800;980;1050;54
6616;5,96E+13;*;1050;1060;122
6616;5,96E+13;590100;1060;1740;1
6617;5,96E+13;590100;240;600;1
6617;5,96E+13;*;600;615;100
6617;5,96E+13;590100;615;660;33
6617;5,96E+13;*;660;675;100
6617;5,96E+13;590100;675;1740;1
6618;5,96E+13;590100;240;900;1
6618;5,96E+13;*;900;910;121
6618;5,96E+13;590200;910;915;91
6618;5,96E+13;*;915;920;121
6618;5,96E+13;590200;920;970;32
6618;5,96E+13;*;970;980;121
6618;5,96E+13;590100;980;1740;1
6619;5,96E+13;260100;240;285;11
6619;5,96E+13;*;285;320;121
6619;5,96E+13;590100;320;930;1
6619;5,96E+13;*;930;950;121
6619;5,96E+13;210203;950;1110;54
6619;5,96E+13;*;1110;1130;121
6619;5,96E+13;590100;1130;1740;1
6620;5,96E+13;590100;240;510;1
6620;5,96E+13;*;510;520;100
6620;5,96E+13;590104;520;525;61
6620;5,96E+13;*;525;535;100
6620;5,96E+13;590100;535;980;1
6620;5,96E+13;*;980;990;100
6620;5,96E+13;590104;990;990;64
6620;5,96E+13;*;990;995;100
6620;5,96E+13;590100;995;1005;33
6620;5,96E+13;*;1005;1020;100
6620;5,96E+13;590100;1020;1740;1
6621;5,96E+13;590100;240;450;1
6621;5,96E+13;*;450;475;142
6621;5,96E+13;590601;475;630;23
6621;5,96E+13;*;630;635;100
6621;5,96E+13;590600;635;710;27
6621;5,96E+13;*;710;715;100
6621;5,96E+13;590601;715;1040;53
6621;5,96E+13;*;1040;1065;142
6621;5,96E+13;590100;1065;1740;1
6622;5,96E+13;590100;240;495;1
6622;5,96E+13;*;495;505;121
6622;5,96E+13;590600;505;740;11
6622;5,96E+13;*;740;750;121
6622;5,96E+13;590100;750;795;1
6622;5,96E+13;*;795;805;121
6622;5,96E+13;590600;805;1035;11
6622;5,96E+13;*;1035;1050;121
6622;5,96E+13;590100;1050;1070;1
6622;5,96E+13;*;1070;1080;121
6622;5,96E+13;590500;1080;1140;61
6622;5,96E+13;*;1140;1155;100
6622;5,96E+13;590608;1155;1205;61
6622;5,96E+13;*;1205;1215;121
6622;5,96E+13;590100;1215;1740;1
6623;5,96E+13;590100;240;430;1
6623;5,96E+13;*;430;450;121
6623;5,96E+13;50500;450;735;11
6623;5,96E+13;*;735;740;121
6623;5,96E+13;40300;740;830;51
6623;5,96E+13;*;830;850;121
6623;5,96E+13;590100;850;1180;1
6623;5,96E+13;*;1180;1190;100
6623;5,96E+13;590100;1190;1190;52
6623;5,96E+13;*;1190;1195;100
6623;5,96E+13;590100;1195;1200;1
6623;5,96E+13;*;1200;1205;121
6623;5,96E+13;590100;1205;1260;51
6623;5,96E+13;*;1260;1265;121
6623;5,96E+13;590100;1265;1740;1
6624;5,96E+13;590100;240;470;1
6624;5,96E+13;*;470;480;142
6624;5,96E+13;590601;480;1050;23
6624;5,96E+13;*;1050;1060;142
6624;5,96E+13;590100;1060;1740;1
6625;5,96E+13;590100;240;480;1
6625;5,96E+13;*;480;480;122
6625;5,96E+13;590103;480;1065;22
6625;5,96E+13;*;1065;1065;122
6625;5,96E+13;590100;1065;1740;1
6626;5,96E+13;590100;240;510;1
6626;5,96E+13;*;510;540;122
6626;5,96E+13;50304;540;1200;41
6626;5,96E+13;*;1200;1230;122
6626;5,96E+13;590100;1230;1740;1
6627;5,96E+13;590100;240;450;1
6627;5,96E+13;*;450;470;121
6627;5,96E+13;370111;470;1020;11
6627;5,96E+13;*;1020;1040;121
6627;5,96E+13;590100;1040;1065;1
6627;5,96E+13;*;1065;1080;100
6627;5,96E+13;590100;1080;1080;52
6627;5,96E+13;*;1080;1095;100
6627;5,96E+13;590100;1095;1740;1
6628;5,96E+13;590100;240;510;1
6628;5,96E+13;*;510;515;121
6628;5,96E+13;590102;515;540;61
6628;5,96E+13;*;540;560;121
6628;5,96E+13;360500;560;690;13
6628;5,96E+13;*;690;750;121
6628;5,96E+13;330200;750;840;13
6628;5,96E+13;*;840;860;121
6628;5,96E+13;590100;860;1740;1
6629;5,96E+13;590200;240;870;1
6629;5,96E+13;*;870;900;121
6629;5,96E+13;590300;900;1170;11
6629;5,96E+13;*;1170;1200;121
6629;5,96E+13;590200;1200;1740;1
6630;5,96E+13;590200;240;480;1
6630;5,96E+13;*;480;485;121
6630;5,96E+13;590202;485;735;11
6630;5,96E+13;*;735;740;121
6630;5,96E+13;590200;740;750;32
6630;5,96E+13;*;750;755;121
6630;5,96E+13;590202;755;1135;11
6630;5,96E+13;*;1135;1140;121
6630;5,96E+13;590200;1140;1225;1
6630;5,96E+13;*;1225;1230;121
6630;5,96E+13;590400;1230;1235;54
6630;5,96E+13;*;1235;1235;121
6630;5,96E+13;590500;1235;1340;51
6630;5,96E+13;*;1340;1345;121
6630;5,96E+13;590200;1345;1740;1
6631;5,96E+13;590200;240;270;1
6631;5,96E+13;*;270;280;121
6631;5,96E+13;590200;280;780;11
6631;5,96E+13;*;780;790;121
6631;5,96E+13;590200;790;840;1
6631;5,96E+13;*;840;845;121
6631;5,96E+13;590200;845;870;54
6631;5,96E+13;*;870;880;121
6631;5,96E+13;590800;880;895;32
6631;5,96E+13;*;895;905;121
6631;5,96E+13;590200;905;1740;1
6632;5,96E+13;590200;240;480;1
6632;5,96E+13;*;480;510;141
6632;5,96E+13;590608;510;750;24
6632;5,96E+13;*;750;765;122
6632;5,96E+13;590200;765;820;53
6632;5,96E+13;*;820;835;122
6632;5,96E+13;590608;835;1020;24
6632;5,96E+13;*;1020;1050;141
6632;5,96E+13;590200;1050;1290;1
6632;5,96E+13;*;1290;1310;122
6632;5,96E+13;361000;1310;1440;51
6632;5,96E+13;*;1440;1460;122
6632;5,96E+13;590200;1460;1740;1
6633;5,96E+13;590200;240;510;1
6633;5,96E+13;*;510;520;100
6633;5,96E+13;590202;520;530;61
6633;5,96E+13;*;530;540;100
6633;5,96E+13;590200;540;570;1
6633;5,96E+13;*;570;585;121
6633;5,96E+13;370105;585;720;32
6633;5,96E+13;*;720;730;121
6633;5,96E+13;50300;730;780;11
6633;5,96E+13;*;780;780;100
6633;5,96E+13;50300;780;820;53
6633;5,96E+13;*;820;820;100
6633;5,96E+13;50300;820;1215;11
6633;5,96E+13;*;1215;1230;121
6633;5,96E+13;590200;1230;1230;61
6633;5,96E+13;*;1230;1235;121
6633;5,96E+13;590200;1235;1740;1
6634;5,96E+13;590200;240;510;1
6634;5,96E+13;*;510;520;100
6634;5,96E+13;590202;520;720;26
6634;5,96E+13;*;720;725;100
6634;5,96E+13;590200;725;795;53
6634;5,96E+13;*;795;800;100
6634;5,96E+13;590202;800;990;26
6634;5,96E+13;*;990;995;100
6634;5,96E+13;590200;995;1740;1
6635;5,96E+13;590200;240;480;1
6635;5,96E+13;*;480;500;121
6635;5,96E+13;361003;500;750;11
6635;5,96E+13;*;750;770;121
6635;5,96E+13;590200;770;870;1
6635;5,96E+13;*;870;875;122
6635;5,96E+13;590200;875;940;32
6635;5,96E+13;*;940;945;122
6635;5,96E+13;590200;945;1740;1
6636;5,96E+13;590200;240;580;1
6636;5,96E+13;*;580;610;141
6636;5,96E+13;50312;610;720;25
6636;5,96E+13;*;720;750;141
6636;5,96E+13;590200;750;870;1
6636;5,96E+13;*;870;875;121
6636;5,96E+13;590200;875;940;32
6636;5,96E+13;*;940;945;121
6636;5,96E+13;590200;945;1740;1
6637;5,96E+13;590200;240;480;1
6637;5,96E+13;*;480;555;122
6637;5,96E+13;*;480;555;133
6637;5,96E+13;100500;555;630;41
6637;5,96E+13;*;630;650;133
6637;5,96E+13;20700;650;655;32
6637;5,96E+13;*;655;670;100
6637;5,96E+13;21100;670;710;53
6637;5,96E+13;*;710;760;122
6637;5,96E+13;590200;760;1140;1
6637;5,96E+13;*;1140;1145;100
6637;5,96E+13;590200;1145;1150;33
6637;5,96E+13;*;1150;1155;100
6637;5,96E+13;590200;1155;1740;1
6638;5,96E+13;590200;240;565;1
6638;5,96E+13;*;565;590;100
6638;5,96E+13;590200;590;590;52
6638;5,96E+13;*;590;615;100
6638;5,96E+13;590200;615;765;1
6638;5,96E+13;*;765;830;121
6638;5,96E+13;540100;830;905;42
6638;5,96E+13;*;905;930;121
6638;5,96E+13;550300;930;1050;51
6638;5,96E+13;*;1050;1115;121
6638;5,96E+13;590200;1115;1740;1
6639;5,96E+13;590200;240;600;1
6639;5,96E+13;*;600;610;100
6639;5,96E+13;590200;610;1080;51
6639;5,96E+13;*;1080;1090;100
6639;5,96E+13;590200;1090;1740;1
6640;5,96E+13;590200;240;630;1
6640;5,96E+13;*;630;635;100
6640;5,96E+13;590200;635;640;33
6640;5,96E+13;*;640;640;100
6640;5,96E+13;590200;640;1740;1
6641;5,96E+13;590200;240;420;1
6641;5,96E+13;*;420;425;100
6641;5,96E+13;590200;425;425;33
6641;5,96E+13;*;425;430;100
6641;5,96E+13;590200;430;540;1
6641;5,96E+13;*;540;570;121
6641;5,96E+13;40700;570;690;61
6641;5,96E+13;*;690;720;121
6641;5,96E+13;590200;720;840;1
6641;5,96E+13;*;840;900;111
6641;5,96E+13;360100;900;900;52
6641;5,96E+13;*;900;960;111
6641;5,96E+13;590200;960;1740;1
6642;5,96E+13;590200;240;630;1
6642;5,96E+13;*;630;645;122
6642;5,96E+13;590800;645;655;33
6642;5,96E+13;*;655;660;122
6642;5,96E+13;590800;660;675;32
6642;5,96E+13;*;675;680;122
6642;5,96E+13;590800;680;730;32
6642;5,96E+13;*;730;730;122
6642;5,96E+13;590800;730;740;33
6642;5,96E+13;*;740;745;122
6642;5,96E+13;590600;745;755;32
6642;5,96E+13;*;755;760;122
6642;5,96E+13;590200;760;1740;1
6643;5,96E+13;590200;240;510;1
6643;5,96E+13;*;510;515;121
6643;5,96E+13;590200;515;525;32
6643;5,96E+13;*;525;530;121
6643;5,96E+13;590200;530;600;1
6643;5,96E+13;*;600;630;100
6643;5,96E+13;590610;630;630;52
6643;5,96E+13;*;630;660;100
6643;5,96E+13;590200;660;1740;1
6644;5,96E+13;590200;240;505;1
6644;5,96E+13;*;505;505;121
6644;5,96E+13;590200;505;515;61
6644;5,96E+13;*;515;540;121
6644;5,96E+13;10200;540;725;11
6644;5,96E+13;*;725;750;121
6644;5,96E+13;420800;750;785;42
6644;5,96E+13;*;785;810;121
6644;5,96E+13;10200;810;1145;11
6644;5,96E+13;*;1145;1165;121
6644;5,96E+13;590200;1165;1740;1
6645;5,96E+13;590200;240;510;1
6645;5,96E+13;*;510;520;100
6645;5,96E+13;590203;520;530;61
6645;5,96E+13;*;530;540;100
6645;5,96E+13;590200;540;985;1
6645;5,96E+13;*;985;985;121
6645;5,96E+13;590203;985;1005;64
6645;5,96E+13;*;1005;1015;121
6645;5,96E+13;590500;1015;1025;61
6645;5,96E+13;*;1025;1030;121
6645;5,96E+13;590200;1030;1060;32
6645;5,96E+13;*;1060;1065;121
6645;5,96E+13;590200;1065;1170;1
6645;5,96E+13;*;1170;1170;100
6645;5,96E+13;590200;1170;1170;64
6645;5,96E+13;*;1170;1175;100
6645;5,96E+13;590200;1175;1740;1
6646;5,96E+13;590200;240;510;1
6646;5,96E+13;*;510;520;100
6646;5,96E+13;590203;520;720;22
6646;5,96E+13;*;720;730;100
6646;5,96E+13;590200;730;810;1
6646;5,96E+13;*;810;815;100
6646;5,96E+13;590200;815;875;26
6646;5,96E+13;*;875;880;100
6646;5,96E+13;590203;880;990;22
6646;5,96E+13;*;990;1000;122
6646;5,96E+13;590500;1000;1080;51
6646;5,96E+13;*;1080;1090;122
6646;5,96E+13;590200;1090;1110;1
6646;5,96E+13;*;1110;1110;100
6646;5,96E+13;590200;1110;1170;54
6646;5,96E+13;*;1170;1170;100
6646;5,96E+13;590200;1170;1740;1
6647;5,96E+13;590200;240;705;1
6647;5,96E+13;*;705;710;100
6647;5,96E+13;590200;710;715;33
6647;5,96E+13;*;715;720;100
6647;5,96E+13;590200;720;1050;1
6647;5,96E+13;*;1050;1055;100
6647;5,96E+13;590200;1055;1115;51
6647;5,96E+13;*;1115;1120;100
6647;5,96E+13;590200;1120;1740;1
6648;5,96E+13;590200;240;260;1
6648;5,96E+13;*;260;295;121
6648;5,96E+13;280300;295;750;11
6648;5,96E+13;*;750;765;121
6648;5,96E+13;50300;765;960;13
6648;5,96E+13;*;960;980;121
6648;5,96E+13;590200;980;1020;1
6648;5,96E+13;*;1020;1035;121
6648;5,96E+13;590600;1035;1200;13
6648;5,96E+13;*;1200;1215;121
6648;5,96E+13;590200;1215;1740;1
6649;5,96E+13;590200;240;735;1
6649;5,96E+13;*;735;750;121
6649;5,96E+13;590300;750;750;54
6649;5,96E+13;*;750;780;100
6649;5,96E+13;590300;780;780;52
6649;5,96E+13;*;780;810;100
6649;5,96E+13;590300;810;1050;54
6649;5,96E+13;*;1050;1065;121
6649;5,96E+13;590200;1065;1740;1
6650;5,96E+13;590200;240;465;1
6650;5,96E+13;*;465;495;100
6650;5,96E+13;590601;495;1020;23
6650;5,96E+13;*;1020;1060;100
6650;5,96E+13;590200;1060;1740;1
6651;5,96E+13;590300;240;405;1
6651;5,96E+13;*;405;435;121
6651;5,96E+13;40500;435;750;11
6651;5,96E+13;*;750;755;100
6651;5,96E+13;40500;755;795;53
6651;5,96E+13;*;795;800;100
6651;5,96E+13;40500;800;1020;11
6651;5,96E+13;*;1020;1065;121
6651;5,96E+13;590300;1065;1140;1
6651;5,96E+13;*;1140;1150;121
6651;5,96E+13;590308;1150;1220;51
6651;5,96E+13;*;1220;1230;121
6651;5,96E+13;590300;1230;1260;1
6651;5,96E+13;*;1260;1270;100
6651;5,96E+13;590300;1270;1270;52
6651;5,96E+13;*;1270;1275;100
6651;5,96E+13;590300;1275;1740;1
6652;5,96E+13;590300;240;750;1
6652;5,96E+13;*;750;760;121
6652;5,96E+13;590200;760;850;32
6652;5,96E+13;*;850;860;121
6652;5,96E+13;590300;860;870;33
6652;5,96E+13;*;870;875;121
6652;5,96E+13;590300;875;1740;1
6653;5,96E+13;590300;240;455;1
6653;5,96E+13;*;455;540;121
6653;5,96E+13;922243;540;630;13
6653;5,96E+13;*;630;700;121
6653;5,96E+13;922239;700;750;13
6653;5,96E+13;*;750;780;121
6653;5,96E+13;922020;780;780;33
6653;5,96E+13;*;780;810;121
6653;5,96E+13;922337;810;960;13
6653;5,96E+13;*;960;990;121
6653;5,96E+13;922020;990;1110;13
6653;5,96E+13;*;1110;1125;121
6653;5,96E+13;601000;1125;1200;54
6653;5,96E+13;*;1200;1210;121
6653;5,96E+13;590300;1210;1740;1
6654;5,96E+13;978586;240;495;2
6654;5,96E+13;*;495;780;142
6654;5,96E+13;*;495;780;151
6654;5,96E+13;*;495;780;139
6654;5,96E+13;*;495;780;121
6654;5,96E+13;*;495;780;151
6654;5,96E+13;590300;780;980;1
6654;5,96E+13;*;980;990;121
6654;5,96E+13;590300;990;995;64
6654;5,96E+13;*;995;1005;121
6654;5,96E+13;590300;1005;1020;1
6654;5,96E+13;*;1020;1030;121
6654;5,96E+13;591000;1030;1065;33
6654;5,96E+13;*;1065;1075;121
6654;5,96E+13;590300;1075;1740;1
6655;5,96E+13;601000;240;420;2
6655;5,96E+13;*;420;430;122
6655;5,96E+13;601000;430;430;64
6655;5,96E+13;*;430;435;122
6655;5,96E+13;601000;435;435;61
6655;5,96E+13;*;435;450;122
6655;5,96E+13;590305;450;780;22
6655;5,96E+13;*;780;790;100
6655;5,96E+13;590300;790;820;53
6655;5,96E+13;*;820;830;100
6655;5,96E+13;590305;830;990;22
6655;5,96E+13;*;990;1005;122
6655;5,96E+13;590300;1005;1020;1
6655;5,96E+13;*;1020;1030;122
6655;5,96E+13;590300;1030;1080;33
6655;5,96E+13;*;1080;1090;122
6655;5,96E+13;590300;1090;1740;1
6656;5,96E+13;590300;240;480;1
6656;5,96E+13;*;480;485;121
6656;5,96E+13;590600;485;750;11
6656;5,96E+13;*;750;755;121
6656;5,96E+13;590300;755;795;1
6656;5,96E+13;*;795;800;121
6656;5,96E+13;590600;800;1050;11
6656;5,96E+13;*;1050;1055;121
6656;5,96E+13;590300;1055;1070;34
6656;5,96E+13;*;1070;1075;121
6656;5,96E+13;590300;1075;1160;1
6656;5,96E+13;*;1160;1160;121
6656;5,96E+13;590300;1160;1165;34
6656;5,96E+13;*;1165;1165;121
6656;5,96E+13;590300;1165;1740;1
6657;5,96E+13;590300;240;530;1
6657;5,96E+13;*;530;540;121
6657;5,96E+13;601000;540;725;11
6657;5,96E+13;*;725;735;121
6657;5,96E+13;590300;735;795;1
6657;5,96E+13;*;795;805;121
6657;5,96E+13;601000;805;1110;11
6657;5,96E+13;*;1110;1120;121
6657;5,96E+13;590300;1120;1740;1
6658;5,96E+13;590300;240;405;1
6658;5,96E+13;*;405;480;122
6658;5,96E+13;*;405;480;131
6658;5,96E+13;*;405;480;133
6658;5,96E+13;*;405;480;151
6658;5,96E+13;120504;480;960;24
6658;5,96E+13;*;960;1030;131
6658;5,96E+13;*;960;1030;133
6658;5,96E+13;*;960;1030;122
6658;5,96E+13;*;960;1030;151
6658;5,96E+13;590300;1030;1740;1
6659;5,96E+13;590300;240;510;1
6659;5,96E+13;*;510;515;122
6659;5,96E+13;590305;515;705;22
6659;5,96E+13;*;705;710;122
6659;5,96E+13;590300;710;840;1
6659;5,96E+13;*;840;845;122
6659;5,96E+13;590305;845;990;22
6659;5,96E+13;*;990;995;122
6659;5,96E+13;590300;995;1740;1
6660;5,96E+13;580700;240;450;54
6660;5,96E+13;*;450;475;121
6660;5,96E+13;600500;475;960;11
6660;5,96E+13;*;960;975;121
6660;5,96E+13;590300;975;1140;1
6660;5,96E+13;*;1140;1150;121
6660;5,96E+13;590600;1150;1155;33
6660;5,96E+13;*;1155;1160;121
6660;5,96E+13;590200;1160;1175;32
6660;5,96E+13;*;1175;1190;121
6660;5,96E+13;580700;1190;1740;54
6661;5,96E+13;590300;240;600;1
6661;5,96E+13;*;600;610;100
6661;5,96E+13;590300;610;625;42
6661;5,96E+13;*;625;635;100
6661;5,96E+13;590300;635;1740;1
6662;5,96E+13;590300;240;470;1
6662;5,96E+13;*;470;490;121
6662;5,96E+13;590300;490;490;71
6662;5,96E+13;*;490;495;121
6662;5,96E+13;590300;495;510;1
6662;5,96E+13;*;510;515;121
6662;5,96E+13;590305;515;515;61
6662;5,96E+13;*;515;530;121
6662;5,96E+13;590806;530;600;32
6662;5,96E+13;*;600;615;121
6662;5,96E+13;590300;615;840;1
6662;5,96E+13;*;840;845;122
6662;5,96E+13;590305;845;845;61
6662;5,96E+13;*;845;845;121
6662;5,96E+13;590300;845;1045;1
6662;5,96E+13;*;1045;1050;121
6662;5,96E+13;590300;1050;1050;74
6662;5,96E+13;*;1050;1055;121
6662;5,96E+13;590300;1055;1080;1
6662;5,96E+13;*;1080;1090;121
6662;5,96E+13;590600;1090;1100;64
6662;5,96E+13;*;1100;1110;121
6662;5,96E+13;590300;1110;1740;1
6663;5,96E+13;590300;240;470;1
6663;5,96E+13;*;470;490;122
6663;5,96E+13;*;470;490;141
6663;5,96E+13;590502;490;1040;23
6663;5,96E+13;*;1040;1050;122
6663;5,96E+13;*;1040;1050;141
6663;5,96E+13;590300;1050;1740;1
6664;5,96E+13;590300;240;380;1
6664;5,96E+13;*;380;390;121
6664;5,96E+13;580100;390;1125;11
6664;5,96E+13;*;1125;1135;121
6664;5,96E+13;590300;1135;1145;1
6664;5,96E+13;*;1145;1160;122
6664;5,96E+13;590300;1160;1260;51
6664;5,96E+13;*;1260;1270;121
6664;5,96E+13;590300;1270;1740;1
6665;5,96E+13;590300;240;465;1
6665;5,96E+13;*;465;470;121
6665;5,96E+13;590300;470;475;61
6665;5,96E+13;*;475;510;121
6665;5,96E+13;50500;510;1080;11
6665;5,96E+13;*;1080;1105;121
6665;5,96E+13;590300;1105;1110;64
6665;5,96E+13;*;1110;1115;121
6665;5,96E+13;590300;1115;1155;1
6665;5,96E+13;*;1155;1165;121
6665;5,96E+13;590300;1165;1260;51
6665;5,96E+13;*;1260;1270;122
6665;5,96E+13;590300;1270;1740;1
6666;5,96E+13;590300;240;465;1
6666;5,96E+13;*;465;465;121
6666;5,96E+13;590300;465;475;71
6666;5,96E+13;*;475;510;121
6666;5,96E+13;40300;510;1040;11
6666;5,96E+13;*;1040;1095;121
6666;5,96E+13;630100;1095;1100;33
6666;5,96E+13;*;1100;1155;121
6666;5,96E+13;590300;1155;1190;1
6666;5,96E+13;*;1190;1200;121
6666;5,96E+13;590500;1200;1200;61
6666;5,96E+13;*;1200;1210;121
6666;5,96E+13;590300;1210;1230;1
6666;5,96E+13;*;1230;1240;121
6666;5,96E+13;590500;1240;1305;51
6666;5,96E+13;*;1305;1315;121
6666;5,96E+13;590300;1315;1740;1
6667;5,96E+13;590300;240;470;1
6667;5,96E+13;*;470;475;122
6667;5,96E+13;590300;475;475;71
6667;5,96E+13;*;475;510;122
6667;5,96E+13;40300;510;750;11
6667;5,96E+13;*;750;755;100
6667;5,96E+13;40300;755;800;53
6667;5,96E+13;*;800;810;100
6667;5,96E+13;40300;810;1070;11
6667;5,96E+13;*;1070;1085;122
6667;5,96E+13;590200;1085;1085;64
6667;5,96E+13;*;1085;1100;122
6667;5,96E+13;590300;1100;1100;61
6667;5,96E+13;*;1100;1105;122
6667;5,96E+13;590300;1105;1740;1
6668;5,96E+13;590300;240;510;1
6668;5,96E+13;*;510;540;121
6668;5,96E+13;330100;540;615;13
6668;5,96E+13;*;615;635;121
6668;5,96E+13;590500;635;705;13
6668;5,96E+13;*;705;735;121
6668;5,96E+13;210200;735;900;11
6668;5,96E+13;*;900;930;121
6668;5,96E+13;590500;930;1020;13
6668;5,96E+13;*;1020;1035;121
6668;5,96E+13;590300;1035;1050;64
6668;5,96E+13;*;1050;1050;121
6668;5,96E+13;590300;1050;1740;1
6669;5,96E+13;590300;240;395;1
6669;5,96E+13;*;395;445;121
6669;5,96E+13;*;395;445;133
6669;5,96E+13;*;395;445;151
6669;5,96E+13;60300;445;720;11
6669;5,96E+13;*;720;720;100
6669;5,96E+13;60300;720;750;53
6669;5,96E+13;*;750;750;100
6669;5,96E+13;60300;750;1050;11
6669;5,96E+13;*;1050;1125;133
6669;5,96E+13;*;1050;1125;121
6669;5,96E+13;*;1050;1125;151
6669;5,96E+13;590300;1125;1740;1
6670;5,96E+13;590400;240;425;1
6670;5,96E+13;*;425;435;121
6670;5,96E+13;590505;435;435;61
6670;5,96E+13;*;435;475;121
6670;5,96E+13;*;435;475;151
6670;5,96E+13;10700;475;750;11
6670;5,96E+13;*;750;760;100
6670;5,96E+13;10700;760;825;53
6670;5,96E+13;*;825;835;100
6670;5,96E+13;10700;835;1040;11
6670;5,96E+13;*;1040;1090;121
6670;5,96E+13;*;1040;1090;151
6670;5,96E+13;590400;1090;1120;1
6670;5,96E+13;*;1120;1125;121
6670;5,96E+13;590400;1125;1125;61
6670;5,96E+13;*;1125;1130;121
6670;5,96E+13;590400;1130;1180;1
6670;5,96E+13;*;1180;1185;121
6670;5,96E+13;590500;1185;1195;64
6670;5,96E+13;*;1195;1200;121
6670;5,96E+13;590400;1200;1240;1
6670;5,96E+13;*;1240;1250;121
6670;5,96E+13;350100;1250;1285;61
6670;5,96E+13;*;1285;1295;121
6670;5,96E+13;590400;1295;1740;1
6671;5,96E+13;590400;240;470;1
6671;5,96E+13;*;470;480;122
6671;5,96E+13;590601;480;1025;23
6671;5,96E+13;*;1025;1035;122
6671;5,96E+13;590400;1035;1110;1
6671;5,96E+13;*;1110;1120;122
6671;5,96E+13;590500;1120;1190;51
6671;5,96E+13;*;1190;1200;122
6671;5,96E+13;590400;1200;1740;1
6672;5,96E+13;590400;240;630;1
6672;5,96E+13;*;630;645;100
6672;5,96E+13;590600;645;660;33
6672;5,96E+13;*;660;680;100
6672;5,96E+13;590400;680;1740;1
6673;5,96E+13;977181;240;300;2
6673;5,96E+13;*;300;405;121
6673;5,96E+13;975110;405;660;13
6673;5,96E+13;*;660;700;121
6673;5,96E+13;975110;700;750;33
6673;5,96E+13;*;750;760;121
6673;5,96E+13;994076;760;900;13
6673;5,96E+13;*;900;945;121
6673;5,96E+13;994002;945;1080;13
6673;5,96E+13;*;1080;1200;121
6673;5,96E+13;977181;1200;1740;2
6674;5,96E+13;590400;240;525;1
6674;5,96E+13;*;525;530;121
6674;5,96E+13;591000;530;535;61
6674;5,96E+13;*;535;560;121
6674;5,96E+13;361200;560;1110;11
6674;5,96E+13;*;1110;1130;121
6674;5,96E+13;591000;1130;1140;64
6674;5,96E+13;*;1140;1145;121
6674;5,96E+13;590400;1145;1740;1
6675;5,96E+13;590400;240;460;1
6675;5,96E+13;*;460;465;121
6675;5,96E+13;590502;465;465;61
6675;5,96E+13;*;465;470;121
6675;5,96E+13;590505;470;470;61
6675;5,96E+13;*;470;490;121
6675;5,96E+13;340100;490;945;11
6675;5,96E+13;*;945;965;121
6675;5,96E+13;590505;965;990;64
6675;5,96E+13;*;990;995;121
6675;5,96E+13;590600;995;995;33
6675;5,96E+13;*;995;1000;121
6675;5,96E+13;590400;1000;1110;1
6675;5,96E+13;*;1110;1110;121
6675;5,96E+13;590400;1110;1115;64
6675;5,96E+13;*;1115;1125;121
6675;5,96E+13;590300;1125;1200;51
6675;5,96E+13;*;1200;1210;121
6675;5,96E+13;590400;1210;1210;61
6675;5,96E+13;*;1210;1210;121
6675;5,96E+13;590400;1210;1740;1
6676;5,96E+13;590400;240;460;1
6676;5,96E+13;*;460;465;122
6676;5,96E+13;590505;465;990;22
6676;5,96E+13;*;990;995;122
6676;5,96E+13;590600;995;995;33
6676;5,96E+13;*;995;1000;122
6676;5,96E+13;590400;1000;1740;1
6677;5,96E+13;590400;240;495;1
6677;5,96E+13;*;495;500;121
6677;5,96E+13;590601;500;500;61
6677;5,96E+13;*;500;505;121
6677;5,96E+13;590608;505;505;61
6677;5,96E+13;*;505;510;121
6677;5,96E+13;590505;510;510;61
6677;5,96E+13;*;510;515;121
6677;5,96E+13;590400;515;900;1
6677;5,96E+13;*;900;920;121
6677;5,96E+13;590800;920;970;32
6677;5,96E+13;*;970;980;121
6677;5,96E+13;590505;980;995;64
6677;5,96E+13;*;995;1000;121
6677;5,96E+13;590400;1000;1740;1
6678;5,96E+13;590400;240;495;1
6678;5,96E+13;*;495;505;122
6678;5,96E+13;590505;505;705;22
6678;5,96E+13;*;705;735;100
6678;5,96E+13;590400;735;1740;1
6679;5,96E+13;590400;240;490;1
6679;5,96E+13;*;490;495;121
6679;5,96E+13;590600;495;500;64
6679;5,96E+13;*;500;505;121
